node,in,out,centrality,betweeness,closeness,eigenvector,hub,authority,prev,next
sum. 696 stf,1,0,0.0188679245283,0.0,0.0188679245283,0.15436593615900002,0.0,0.0,0,0
sum. 7 stj,1,0,0.0188679245283,0.0,0.0188679245283,0.154037537822,0.0,0.0192725978017,0,0
sum. 7 stj,1,0,0.0188679245283,0.0,0.0188679245283,0.154037537822,0.0,0.0192725978017,0,0
ai 622001 stf,0,7,0.145833333333,0.0,0.0,1.4771728285e-10,0.291502622129,0.0,0,0
ai 622001 stf,0,7,0.145833333333,0.0,0.0,1.4771728285e-10,0.291502622129,0.0,0,0
ai 622527 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.176492843991,-0.0,0.041643231732699994,0,1
ai 622527 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.176492843991,-0.0,0.041643231732699994,0,1
ai 622527 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.176492843991,-0.0,0.041643231732699994,0,1
ai 649191 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.17649284409000002,-0.0,0.041643231732699994,0,1
ai 649191 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.17649284409000002,-0.0,0.041643231732699994,0,1
ai 649191 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.17649284409000002,-0.0,0.041643231732699994,0,1
ai 703803 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.0919011817306,-0.0,0.0253034777811,0,0
ai 705593 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.20750354493,-0.0,0.0506069555622,0,0
ai 713692 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.207503544671,-0.0,0.0506069555622,0,0
ai 718993 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.207503544798,-0.0,0.0506069555622,0,0
ai 741535 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.0919011817618,-0.0,0.0253034777811,0,0
ai 744686 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.207503544746,-0.0,0.0506069555622,0,0
ai 746303 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.207503545187,-0.0,0.0506069555622,0,0
ai 838930 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.20750354491700002,-0.0,0.0506069555622,0,0
are 727723 stf,0,6,0.125,0.0,0.0,7.637866727970001e-11,0.17712434446800002,0.0,0,0
are 737174 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.17649284430999998,-0.0,0.041643231732699994,0,0
are 782603 stf,0,6,0.125,0.0,0.0,1.81968546134e-12,0.17712434446800002,0.0,0,0
are 852331 stf,0,8,0.166666666667,0.0,0.0,1.7350240688599998e-10,0.354248688935,0.0,0,0
hc 101004 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.127521027536,-0.0,0.0,0,0
hc 104075 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.00218030748564,-0.0,0.0253034777811,0,0
hc 106158 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.0365869093247,-0.0,0.0,0,0
hc 106991 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.0365869094784,-0.0,0.0,0,0
hc 107769 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.00218030748753,-0.0,0.0253034777811,0,0
hc 110055 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.036586909245,-0.0,0.0,0,0
hc 110404 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.0021803076585,-0.0,0.0253034777811,0,0
hc 116767 stf,0,1,0.020833333333299998,0.0,0.0,1.3193085513e-10,-0.0,0.0,1,0
hc 116767 stf,0,1,0.020833333333299998,0.0,0.0,1.3193085513e-10,-0.0,0.0,1,0
hc 118568 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.0365869096067,-0.0,0.0,0,0
hc 119039 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.127521027502,-0.0,0.0,0,0
hc 120830 stf,0,2,0.0416666666667,0.0,0.0,5.146694702359999e-13,-2.1223373449800002e-17,0.0,0,0
hc 121603 stf,0,4,0.08333333333330001,0.0,0.0,1.0724839072399998e-10,-8.712775901260001e-17,0.0,0,0
hc 123437 stf,0,3,0.0625,0.0,0.0,9.238983189610001e-11,-1.29042010651e-17,0.0,0,0
hc 124315 stf,0,9,0.1875,0.0,0.0,3.12889228415e-11,-0.0,0.0,0,0
hc 261604 stj,1,0,0.020833333333299998,0.0,0.020833333333299998,0.157435110931,-0.0,0.0,1,0
hc 261604 stj,1,0,0.020833333333299998,0.0,0.020833333333299998,0.157435110931,-0.0,0.0,1,0
hc 263174 stj,1,0,0.020833333333299998,0.0,0.020833333333299998,0.000609281777125,-0.0,0.0,0,0
hc 290183 stj,1,0,0.020833333333299998,0.0,0.020833333333299998,0.12752102734999998,-0.0,0.0,0,0
hc 45599 stj,1,0,0.020833333333299998,0.0,0.020833333333299998,0.11121315269200001,-0.0,0.0,0,0
mc 22885 stj,1,0,0.020833333333299998,0.0,0.020833333333299998,0.111213152261,-0.0,0.0,0,0
re 590964 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.09190118173460002,-0.0,0.0253034777811,0,0
re 718807 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.0919011817545,-0.0,0.0253034777811,0,0
rhc 115219 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.00218030739993,-0.0,0.0253034777811,0,0
rhc 116205 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.0021803073458800002,-0.0,0.0253034777811,0,0
rhc 116944 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.036586909519199996,-0.0,0.0,0,0
sum. 21 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.0365869095701,-0.0,0.0,0,0
sum. 21 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.0365869095701,-0.0,0.0,0,0
sum. 21 stj,1,0,0.020833333333299998,0.0,0.020833333333299998,0.0365869093187,-0.0,0.0,0,0
sum. 279 stf,4,0,0.08333333333330001,0.0,0.08333333333330001,0.47807787827299997,-0.0,0.14285714285700002,1,1
sum. 279 stf,4,0,0.08333333333330001,0.0,0.08333333333330001,0.47807787827299997,-0.0,0.14285714285700002,1,1
sum. 279 stf,4,0,0.08333333333330001,0.0,0.08333333333330001,0.47807787827299997,-0.0,0.14285714285700002,1,1
sum. 279 stf,4,0,0.08333333333330001,0.0,0.08333333333330001,0.47807787827299997,-0.0,0.14285714285700002,1,1
sum. 279 stf,4,0,0.08333333333330001,0.0,0.08333333333330001,0.47807787827299997,-0.0,0.14285714285700002,1,1
sum. 280 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.0919011818351,-0.0,0.0253034777811,0,0
sum. 280 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.0919011818351,-0.0,0.0253034777811,0,0
sum. 282 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.176492844296,-0.0,0.041643231732699994,1,1
sum. 282 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.176492844296,-0.0,0.041643231732699994,1,1
sum. 282 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.176492844296,-0.0,0.041643231732699994,1,1
sum. 282 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.176492844296,-0.0,0.041643231732699994,1,1
sum. 282 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.176492844296,-0.0,0.041643231732699994,1,1
sum. 284 stf,2,0,0.0416666666667,0.0,0.0416666666667,0.383996389055,-0.0,0.09225018729489999,1,0
sum. 284 stf,2,0,0.0416666666667,0.0,0.0416666666667,0.383996389055,-0.0,0.09225018729489999,1,0
sum. 284 stf,2,0,0.0416666666667,0.0,0.0416666666667,0.383996389055,-0.0,0.09225018729489999,1,0
sum. 356 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.17649284396499998,-0.0,0.041643231732699994,1,1
sum. 356 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.17649284396499998,-0.0,0.041643231732699994,1,1
sum. 356 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.17649284396499998,-0.0,0.041643231732699994,1,1
sum. 356 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.17649284396499998,-0.0,0.041643231732699994,1,1
sum. 64 stf,1,0,0.020833333333299998,0.0,0.020833333333299998,0.0365869095574,-0.0,0.0,0,0
sum. 64 stj,1,0,0.020833333333299998,0.0,0.020833333333299998,0.0365869094912,-0.0,0.0,0,0
sum. 691 stf,3,0,0.0625,0.0,0.0625,0.239343462442,-0.0,0.0,1,1
sum. 691 stf,3,0,0.0625,0.0,0.0625,0.239343462442,-0.0,0.0,1,1
sum. 691 stf,3,0,0.0625,0.0,0.0625,0.239343462442,-0.0,0.0,1,1
sum. 691 stf,3,0,0.0625,0.0,0.0625,0.239343462442,-0.0,0.0,1,1
sum. 691 stf,3,0,0.0625,0.0,0.0625,0.239343462442,-0.0,0.0,1,1
ai 717821 stf,1,0,0.0125,0.0,0.0125,4.93119210366e-07,-0.0,-1.14845461795e-16,0,0
ai 742460 stf,1,0,0.0125,0.0,0.0125,-3.62239956203e-07,-0.0,-6.12668884138e-18,0,0
ai 786044 stf,1,0,0.0125,0.0,0.0125,-9.60838291015e-08,-0.0,1.0933731129799999e-17,0,0
ai 802331 stf,1,0,0.0125,0.0,0.0125,4.93124734799e-07,-0.0,3.5099178615500004e-17,0,0
ai 805701 stf,1,0,0.0125,0.0,0.0125,-9.60818386273e-08,-0.0,1.0933731129799999e-17,0,0
ai 841690 stf,1,0,0.0125,0.0,0.0125,-9.6082741058e-08,-0.0,1.0933731129799999e-17,0,0
ai 842478 stf,1,0,0.0125,0.0,0.0125,4.931220959569999e-07,-0.0,1.3144249185699999e-17,0,0
ai 847452 stf,1,0,0.0125,0.0,0.0125,-9.6084200724e-08,-0.0,1.0933731129799999e-17,0,0
are 639228 stf,1,0,0.0125,0.0,0.0125,-9.60824417623e-08,-0.0,1.0933731129799999e-17,0,0
are 691595 stf,1,0,0.0125,0.0,0.0125,4.93129409175e-07,-0.0,3.5099178615500004e-17,0,0
are 696263 stf,1,0,0.0125,0.0,0.0125,4.931242185199999e-07,-0.0,3.5099178615500004e-17,0,0
are 696347 stf,1,0,0.0125,0.0,0.0125,4.93121649189e-07,-0.0,3.5099178615500004e-17,0,0
are 748371 stf,1,0,0.0125,0.0,0.0125,-1.7519313853900002e-07,-0.0,1.12228005981e-18,0,0
are 772836 stf,1,0,0.0125,0.0,0.0125,-1.75196507573e-07,-0.0,-4.993971976899999e-19,0,0
are 776423 stf,1,0,0.0125,0.0,0.0125,-1.75189122697e-07,-0.0,1.12228005981e-18,0,0
are 790511 stf,1,0,0.0125,0.0,0.0125,-3.62239688394e-07,-0.0,-5.12873361343e-18,0,0
are 823822 stf,1,0,0.0125,0.0,0.0125,4.19958240109e-08,-0.0,5.3433704368000004e-18,0,0
are 881117 stf,0,7,0.0875,0.0,0.0,7.29655557987e-15,-0.0,-0.0,0,0
are 891473 stf,0,13,0.1625,0.0,0.0,-1.6710759219e-14,-0.0,-0.0,0,0
are 992478 stf,0,9,0.1125,0.0,0.0,-6.30007460262e-14,-0.0,-0.0,0,0
aresp 728759 stj,1,0,0.0125,0.0,0.0125,1.7130567288e-08,-0.0,2.63007815381e-18,0,0
hc 103282 stf,2,0,0.025,0.0,0.025,-4.76044577585e-07,-0.0,-0.0,0,0
hc 104167 stf,1,0,0.0125,0.0,0.0125,1.71310512084e-08,-0.0,2.63007815381e-18,0,0
hc 105501 stf,1,0,0.0125,0.0,0.0125,1.71308094763e-08,-0.0,2.63007815381e-18,0,0
hc 108778 stf,1,0,0.0125,0.0,0.0125,1.71311536916e-08,-0.0,2.63007815381e-18,0,0
hc 110974 stf,2,0,0.025,0.0,0.025,-5.4089441285000005e-08,-0.0,1.62771015666e-17,0,0
hc 112130 stf,1,0,0.0125,0.0,0.0125,1.71307089991e-08,-0.0,4.76001480484e-17,0,0
hc 114867 stf,2,0,0.025,0.0,0.025,-4.7604519095100005e-07,-0.0,-0.0,0,0
hc 116767 stf,2,0,0.025,0.0,0.025,-5.40910339434e-08,-0.0,1.62771015666e-17,0,0
hc 116767 stf,2,0,0.025,0.0,0.025,-5.40910339434e-08,-0.0,1.62771015666e-17,0,0
hc 118 stj,1,0,0.0125,0.0,0.0125,-3.62242034361e-07,-0.0,-5.12873361343e-18,0,0
hc 118714 stf,2,0,0.025,0.0,0.025,-5.4091329304900005e-08,-0.0,1.62771015666e-17,0,0
hc 122229 stf,1,0,0.0125,0.0,0.0125,4.19983467706e-08,-0.0,5.3433704368000004e-18,0,0
hc 125969 stf,0,3,0.0375,0.0,0.0,-1.59884832571e-14,-0.0,-0.0,0,0
hc 126046 stf,0,3,0.0375,0.0,0.0,-6.68017867957e-14,-0.0,-0.0,0,0
hc 126409 stf,1,1,0.025,0.000158227848101,0.0125,1.73910463476e-07,-0.0,-0.0,0,0
hc 126559 stf,0,12,0.15,0.0,0.0,4.84824311952e-14,0.47834610729500004,-0.0,0,0
hc 126560 stf,0,12,0.15,0.0,0.0,1.6834529442e-14,0.47834610729500004,-0.0,0,0
hc 129734 stf,0,3,0.0375,0.0,0.0,3.02463301128e-14,-0.0,-0.0,0,0
hc 129734 stf,0,3,0.0375,0.0,0.0,3.02463301128e-14,-0.0,-0.0,0,0
hc 130037 stf,0,1,0.0125,0.0,0.0,2.03606058758e-14,-0.0,-0.0,0,0
hc 131924 stf,0,1,0.0125,0.0,0.0,8.384284820100001e-14,-0.0,-0.0,0,0
hc 131924 stf,0,1,0.0125,0.0,0.0,8.384284820100001e-14,-0.0,-0.0,0,0
hc 132454 stf,1,0,0.0125,0.0,0.0125,-3.62238879125e-07,-0.0,-5.12873361343e-18,0,0
hc 134889 stf,0,2,0.025,0.0,0.0,-2.52179023755e-14,0.0433077854091,-0.0,0,0
hc 135405 stf,0,1,0.0125,0.0,0.0,1.45432383348e-14,-0.0,-0.0,0,0
hc 138561 stf,0,7,0.0875,0.0,0.0,2.97943867927e-15,-0.0,-0.0,0,0
hc 261604 stj,2,0,0.025,0.0,0.025,-5.40887045181e-08,-0.0,1.62771015666e-17,0,1
hc 261604 stj,2,0,0.025,0.0,0.025,-5.40887045181e-08,-0.0,1.62771015666e-17,0,1
hc 312269 stj,1,0,0.0125,0.0,0.0125,-9.19463744182e-08,-0.0,-0.0,0,0
hc 312379 stj,1,0,0.0125,0.0,0.0125,-3.84089474875e-07,-0.0,-0.0,0,0
hc 312525 stj,1,0,0.0125,0.0,0.0166666666667,0.999999999997,-0.0,-0.0,0,0
hc 320145 stj,1,0,0.0125,0.0,0.0125,4.82127273773e-07,-0.0,-0.0,1,0
hc 320145 stj,1,0,0.0125,0.0,0.0125,4.82127273773e-07,-0.0,-0.0,1,0
hc 356596 stj,1,0,0.0125,0.0,0.0125,-1.44970423189e-07,-0.0,0.0037441062421599996,0,0
hc 54663 stj,2,0,0.025,0.0,0.025,3.75542400231e-07,-0.0,0.0827093156263,1,0
hc 54663 stj,2,0,0.025,0.0,0.025,3.75542400231e-07,-0.0,0.0827093156263,1,0
hc 61038 stj,1,0,0.0125,0.0,0.0125,1.73906793474e-07,-0.0,-0.0,0,0
hc 79238 stf,2,0,0.025,0.0,0.025,3.75539343771e-07,-0.0,0.0827093156263,0,0
hc 79238 stf,2,0,0.025,0.0,0.025,3.75539343771e-07,-0.0,0.0827093156263,0,0
hc 79748 stf,2,0,0.025,0.0,0.025,3.75550105971e-07,-0.0,0.0827093156263,0,0
hc 79748 stf,2,0,0.025,0.0,0.025,3.75550105971e-07,-0.0,0.0827093156263,0,0
hc 79775 stf,2,0,0.025,0.0,0.025,3.75546839438e-07,-0.0,0.0827093156263,0,0
hc 79775 stf,2,0,0.025,0.0,0.025,3.75546839438e-07,-0.0,0.0827093156263,0,0
hc 79776 stf,2,0,0.025,0.0,0.025,3.7553978363e-07,-0.0,0.0827093156263,0,0
hc 79776 stf,2,0,0.025,0.0,0.025,3.7553978363e-07,-0.0,0.0827093156263,0,0
hc 84014 stf,2,0,0.025,0.0,0.025,3.75535681447e-07,-0.0,0.0827093156263,0,0
hc 85155 stf,1,0,0.0125,0.0,0.0125,4.1990202142300006e-08,-0.0,5.3433704368000004e-18,0,0
hc 85185 stf,2,0,0.025,0.0,0.025,3.75539208157e-07,-0.0,0.0827093156263,0,0
hc 85826 stf,2,0,0.025,0.0,0.025,3.75525451124e-07,-0.0,0.0827093156263,0,0
hc 86213 stf,2,0,0.025,0.0,0.025,3.755387321e-07,-0.0,0.0827093156263,0,0
hc 88229 stf,2,0,0.025,0.0,0.025,3.7553259846799997e-07,-0.0,0.0827093156263,0,0
hc 90902 stf,1,0,0.0125,0.0,0.0125,1.71311257104e-08,-0.0,2.63007815381e-18,0,0
hc 99174 stf,1,0,0.0125,0.0,0.0125,1.71312567557e-08,-0.0,2.63007815381e-18,0,0
re 140370 stf,1,0,0.0125,0.0,0.0125,-9.60830993285e-08,-0.0,1.0933731129799999e-17,0,0
re 140370 stf,1,0,0.0125,0.0,0.0125,-9.60830993285e-08,-0.0,1.0933731129799999e-17,0,0
re 236395 stf,1,0,0.0125,0.0,0.0125,-1.75193282634e-07,-0.0,1.12228005981e-18,0,0
re 550505 stf,1,0,0.0125,0.0,0.0125,-9.608308329269999e-08,-0.0,1.56450374344e-17,0,0
re 866590 stf,0,7,0.0875,0.0,0.0,8.57654283135e-14,-0.0,-0.0,0,0
re 998092 stf,0,7,0.0875,0.0,0.0,-3.0465743934200006e-14,-0.0,-0.0,0,0
rhc 54663 stj,2,0,0.025,0.0,0.025,3.75539184567e-07,-0.0,0.0827093156263,1,0
rhc 54663 stj,2,0,0.025,0.0,0.025,3.75539184567e-07,-0.0,0.0827093156263,1,0
rhc 59567 stj,1,0,0.0125,0.0,0.0125,1.1704377398099999e-07,-0.0,-0.0,0,0
rhc 61038 stj,1,0,0.0125,0.0,0.0125,1.73907898921e-07,-0.0,-0.0,1,0
rhc 61038 stj,1,0,0.0125,0.0,0.0125,1.73907898921e-07,-0.0,-0.0,1,0
rhc 69809 stj,1,0,0.0125,0.0,0.0125,8.36470556114e-08,-0.0,-0.0,1,0
rhc 69809 stj,1,0,0.0125,0.0,0.0125,8.36470556114e-08,-0.0,-0.0,1,0
sum. 279 stf,3,0,0.0375,0.0,0.0375,-4.43156681565e-08,-0.0,3.6581564599600005e-17,1,1
sum. 279 stf,3,0,0.0375,0.0,0.0375,-4.43156681565e-08,-0.0,3.6581564599600005e-17,1,1
sum. 279 stf,3,0,0.0375,0.0,0.0375,-4.43156681565e-08,-0.0,3.6581564599600005e-17,1,1
sum. 279 stf,3,0,0.0375,0.0,0.0375,-4.43156681565e-08,-0.0,3.6581564599600005e-17,1,1
sum. 279 stf,3,0,0.0375,0.0,0.0375,-4.43156681565e-08,-0.0,3.6581564599600005e-17,1,1
sum. 282 stf,2,0,0.025,0.0,0.025,-5.37434257584e-07,-0.0,-1.17405959112e-17,1,1
sum. 282 stf,2,0,0.025,0.0,0.025,-5.37434257584e-07,-0.0,-1.17405959112e-17,1,1
sum. 282 stf,2,0,0.025,0.0,0.025,-5.37434257584e-07,-0.0,-1.17405959112e-17,1,1
sum. 282 stf,2,0,0.025,0.0,0.025,-5.37434257584e-07,-0.0,-1.17405959112e-17,1,1
sum. 282 stf,2,0,0.025,0.0,0.025,-5.37434257584e-07,-0.0,-1.17405959112e-17,1,1
sum. 283 stf,1,0,0.0125,0.0,0.0125,-3.62237793502e-07,-0.0,-5.12873361343e-18,0,0
sum. 284 stf,1,0,0.0125,0.0,0.0125,-3.62235063421e-07,-0.0,-6.12668884138e-18,1,1
sum. 284 stf,1,0,0.0125,0.0,0.0125,-3.62235063421e-07,-0.0,-6.12668884138e-18,1,1
sum. 284 stf,1,0,0.0125,0.0,0.0125,-3.62235063421e-07,-0.0,-6.12668884138e-18,1,1
sum. 287 stf,1,0,0.0125,0.0,0.0125,-9.60816505268e-08,-0.0,1.0933731129799999e-17,1,0
sum. 287 stf,1,0,0.0125,0.0,0.0125,-9.60816505268e-08,-0.0,1.0933731129799999e-17,1,0
sum. 297 stf,1,0,0.0125,0.0,0.0125,-9.6083548747e-08,-0.0,1.09257613057e-17,0,0
sum. 356 stf,2,0,0.025,0.0,0.025,-5.37433103279e-07,-0.0,-4.2559316458500005e-18,0,1
sum. 356 stf,2,0,0.025,0.0,0.025,-5.37433103279e-07,-0.0,-4.2559316458500005e-18,0,1
sum. 356 stf,2,0,0.025,0.0,0.025,-5.37433103279e-07,-0.0,-4.2559316458500005e-18,0,1
sum. 356 stf,2,0,0.025,0.0,0.025,-5.37433103279e-07,-0.0,-4.2559316458500005e-18,0,1
sum. 691 stf,3,0,0.0375,0.0,0.0375,2.30579896596e-07,-0.0,0.0864534218685,0,1
sum. 691 stf,3,0,0.0375,0.0,0.0375,2.30579896596e-07,-0.0,0.0864534218685,0,1
sum. 691 stf,3,0,0.0375,0.0,0.0375,2.30579896596e-07,-0.0,0.0864534218685,0,1
sum. 691 stf,3,0,0.0375,0.0,0.0375,2.30579896596e-07,-0.0,0.0864534218685,0,1
sum. 691 stf,3,0,0.0375,0.0,0.0375,2.30579896596e-07,-0.0,0.0864534218685,0,1
